Country,Region,Year,Alcohol_consumption,BMI,GDP_per_capita,Population_mln,Schooling,Economy_status_Developed,Life_expectancy
Bulgaria,European Union,2012,10.88,26.1,6694,7.31,10.8,1,74.3
United Kingdom,Rest of Europe,2015,9.59,27.1,45405,65.12,12.8,1,81
France,European Union,2012,12.22,25,36183,65.66,11,1,82
Portugal,European Union,2012,9.76,25.8,18655,10.51,8.5,1,80.4
Lesotho,Africa,2002,2.93,24.1,747,2.03,5.1,0,44.9
Guatemala,Central America and Caribbean,2008,2.1,25.8,3621,13.74,4.3,0,70.8
Slovak Republic,European Union,2010,10.16,26,14526,5.39,11.6,1,75.1
Sierra Leone,Africa,2001,3.98,22.1,364,4.75,2.4,0,40.4
Somalia,Africa,2012,0,22.9,331,12.72,2.1,0,54.7
Seychelles,Africa,2009,5.2,26.2,11973,0.09,8,0,73.1
Algeria,Africa,2007,0.34,24.8,3828,34.17,7.2,0,73.9
Niger,Africa,2015,0.12,21.8,484,20,1.8,0,60.6
Malta,European Union,2012,7.18,27.1,21222,0.42,10.8,1,80.7
"Egypt, Arab Rep.",Africa,2003,0.14,28,2699,72.83,5.3,0,69.1
Libya,Africa,2012,0.01,27.7,12386,6.29,7.3,0,71.9
Armenia,Rest of Europe,2015,4.04,26.3,3607,2.93,11.6,0,74.5
Suriname,South America,2012,5.79,26.3,9502,0.54,7.9,0,70.9
Mexico,North America,2012,3.86,27.7,9280,117.27,8.6,0,75
Guinea-Bissau,Africa,2000,3.02,22.1,577,1.2,2.3,0,50.4
Fiji,Oceania,2005,2.03,26.7,4570,0.82,9.2,0,66.3
Qatar,Middle East,2009,1.09,28.4,59091,1.65,9.2,0,78.9
Bangladesh,Asia,2008,0.003,20.9,897,144.3,4.8,0,69.1
Philippines,Asia,2003,4.42,22.4,1931,83.05,8,0,68.9
Maldives,Asia,2012,1.23,24.9,8733,0.4,5.5,0,76.7
Uganda,Africa,2006,10.97,21.6,655,28.57,4.6,0,52.8
"Bahamas, The",Central America and Caribbean,2005,9.83,27.1,35649,0.32,10.9,0,72
Malaysia,Asia,2007,0.46,24.7,7850,26.72,8.8,0,73.9
Togo,Africa,2012,1.13,23.2,519,6.77,4.4,0,58.7
Turkmenistan,Asia,2003,2.57,25,2398,4.66,9.9,0,64.4
Barbados,Central America and Caribbean,2003,7.51,26.7,16197,0.27,9.1,0,77.7
Azerbaijan,Asia,2009,1.92,26.3,5024,8.95,10.7,0,70.6
Czechia,European Union,2009,13.43,26.8,16161,10.44,12.3,1,77.1
Belarus,Rest of Europe,2013,12.58,26.5,6111,9.44,12,0,72.5
Luxembourg,European Union,2007,12.27,26,112418,0.48,11.7,1,79.4
Croatia,European Union,2002,13.88,25.8,9962,4.3,9.8,1,74.7
Bangladesh,Asia,2015,0.01,21.6,1248,156.26,5.2,0,71.5
Lao PDR,Asia,2009,5.25,22.1,1485,6.15,4.5,0,63.8
Niger,Africa,2004,0.096,21.1,398,13.13,1.3,0,52.7
Saudi Arabia,Middle East,2010,0,28.1,18568,27.42,8.9,0,73.9
Switzerland,Rest of Europe,2000,11.26,24.8,74013,7.18,11.4,1,79.7
"Venezuela, RB",South America,2007,8.89,26.5,8454,27.25,8.1,0,73
Brazil,South America,2011,7.13,26,8966,197.51,7.1,0,73.9
Djibouti,Africa,2012,0.41,23.9,1559,0.87,4,0,61.4
Tanzania,Africa,2013,6.71,23,888,48.48,5.5,0,61.4
Russian Federation,Rest of Europe,2000,10.21,25.7,5324,146.6,11.3,0,65.5
Benin,Africa,2009,1.26,23,996,8.94,2.8,0,59
Bhutan,Asia,2003,0.53,22.5,1353,0.63,2.3,0,63.6
Vanuatu,Oceania,2012,1.84,26,2817,0.25,6.8,0,69.4
Paraguay,South America,2008,6.89,25.8,4420,6.08,7.4,0,72.3
Cabo Verde,Africa,2005,4.32,23.8,2411,0.46,4.3,0,70.4
Cyprus,European Union,2002,11.68,26.4,23603,0.98,10.2,1,78.3
Kenya,Africa,2012,1.49,23,1382,44.34,6.2,0,62.7
Moldova,Rest of Europe,2005,11.81,26.3,1907,2.89,10.4,0,67.8
Angola,Africa,2014,8.1,23.2,3207,26.94,4.9,0,58.8
Philippines,Asia,2007,4.14,22.6,2251,89.41,8.9,0,69.4
Bolivia,South America,2004,2.61,25.2,2131,9.07,7.1,0,64.8
Antigua and Barbuda,Central America and Caribbean,2006,7.7,25.7,16786,0.08,9.2,0,75.2
Sri Lanka,Asia,2012,2.89,22.7,3463,20.43,10.9,0,75.8
Romania,European Union,2009,11.01,25.9,7889,20.37,10.6,1,73.3
Sierra Leone,Africa,2005,3.65,22.4,472,5.65,2.7,0,44.5
Suriname,South America,2010,5.27,26.1,8942,0.53,7.7,0,70.5
Honduras,Central America and Caribbean,2008,2.85,25.8,2184,7.98,5.1,0,72.8
Turkiye,Middle East,2001,1.6,26.8,6076,64.19,5.6,0,70.6
Estonia,European Union,2008,16.61,26,16608,1.34,12.3,1,73.8
Switzerland,Rest of Europe,2001,11.12,24.8,74705,7.23,11.6,1,80.2
Tajikistan,Asia,2012,0.77,25.5,865,7.87,10.7,0,69.3
Somalia,Africa,2015,0,23.1,386,13.8,2.1,0,55.9
Algeria,Africa,2014,0.54,25.4,4112,38.92,7.9,0,75.9
Thailand,Asia,2013,6.89,24.1,5654,68.14,7.5,0,75.4
Niger,Africa,2003,0.096,21,411,12.65,1.2,0,52
Cyprus,European Union,2013,9.07,26.8,22682,1.14,12,1,80
United Arab Emirates,Middle East,2000,1.66,27.2,60716,3.13,8.3,0,74.3
Brazil,South America,2013,6.86,26.2,9248,201.04,7.4,0,74.5
Uzbekistan,Asia,2015,2.59,26.7,2754,31.3,11.4,0,70.9
Eritrea,Africa,2011,1.19,20.6,701,3.21,3.9,0,62.7
Malawi,Africa,2008,1.9,22.4,328,13.73,3.9,0,52.2
Cote d'Ivoire,Africa,2001,4.67,22.7,1765,16.85,3.3,0,49.5
Estonia,European Union,2010,14.97,26.1,14586,1.33,12.5,1,75.4
Canada,North America,2007,8.3,26.7,42097,32.89,12.4,1,80.5
Bahrain,Middle East,2013,1.65,24.9,22079,1.32,9,0,76.5
Azerbaijan,Asia,2014,0.36,26.8,5506,9.54,10.7,0,72
Dominican Republic,Central America and Caribbean,2010,5.54,25.9,5772,9.7,7.3,0,72
Belarus,Rest of Europe,2006,12.61,26.1,4294,9.6,10,0,69.4
Belize,Central America and Caribbean,2000,4.7,27.4,4275,0.25,10.1,0,68.8
Ghana,Africa,2014,1.83,23.8,1777,27.22,6.9,0,62.4
"Congo, Dem. Rep.",Africa,2002,2.33,20.9,334,49.87,3.7,0,51.4
Russian Federation,Rest of Europe,2008,12.09,26.1,9094,142.74,11.4,0,67.9
Uruguay,South America,2000,7.11,25.9,10083,3.32,8,0,74.7
Kenya,Africa,2005,0.88,22.4,1196,36.62,5.8,0,54.7
Latvia,European Union,2003,8.24,25.8,8593,2.29,11.2,1,71.3
Cambodia,Asia,2010,2.16,21.6,892,14.31,4.4,0,66.6
Peru,South America,2012,5.35,26.2,5749,29.51,8.6,0,75
Ghana,Africa,2008,1.26,23.4,1319,23.56,6.6,0,60.2
Argentina,South America,2006,7.8,26.7,11971,39.29,9,0,74.6
Mauritius,Africa,2004,4.1,24.7,6243,1.22,7,0,72.3
Comoros,Africa,2013,0.23,24.1,1261,0.74,4.7,0,62.9
Uruguay,South America,2015,6,27.3,15614,3.41,8.7,0,77.4
India,Asia,2004,1.18,21,898,1129.62,4.7,0,64.1
Ireland,European Union,2003,13.04,26.6,45523,4,11.4,1,78.1
Lao PDR,Asia,2008,5.15,22,1405,6.05,4.4,0,63.3
North Macedonia,Rest of Europe,2013,3.61,26.5,4531,2.06,9.4,0,75.4
Oman,Middle East,2014,0.42,26.2,18611,4.03,9.3,0,76.6
Paraguay,South America,2012,5.8,26.3,4803,6.42,7.8,0,73.1
Timor-Leste,Oceania,2005,0.35,20.3,919,1,3.3,0,63.9
Belarus,Rest of Europe,2009,13.98,26.3,5204,9.5,11.9,0,70.4
Malaysia,Asia,2014,0.54,25.5,9601,29.87,10.1,0,75.3
Tonga,Oceania,2006,1.79,31.6,3839,0.1,9.4,0,69.9
United States,North America,2002,8.33,27.8,49095,287.63,12.7,1,76.9
Argentina,South America,2009,8.34,27,12398,40.48,9.3,0,75.1
Pakistan,Asia,2001,0.014,22.6,1039,145.98,3.5,0,63.1
Burkina Faso,Africa,2012,5.57,21.9,623,16.57,1.4,0,58.4
Philippines,Asia,2008,4.15,22.6,2310,90.9,9,0,69.5
Greece,European Union,2001,8.75,26.7,19312,10.86,8.8,1,78.4
Mauritius,Africa,2005,3.83,24.8,6316,1.23,7.2,0,72.4
Georgia,Rest of Europe,2011,8.29,27,3357,3.76,12.2,0,71.8
Sierra Leone,Africa,2002,3.9,22.2,441,4.97,2.5,0,41.4
Saudi Arabia,Middle East,2006,0.08,27.8,18670,24.5,7.8,0,73.4
Bangladesh,Asia,2012,0,21.3,1078,151.01,5.1,0,70.6
Guyana,South America,2000,6.82,24.6,3851,0.75,7.7,0,65.2
Benin,Africa,2012,1.41,23.2,1009,9.73,3,0,59.8
Somalia,Africa,2004,0,22.4,213,10.13,2.1,0,52
Jordan,Middle East,2000,0.47,27.8,3588,5.12,9.5,0,71.7
Suriname,South America,2005,4.52,25.8,7550,0.5,7.7,0,68.9
Ghana,Africa,2012,1.72,23.7,1686,26,6.8,0,61.7
Portugal,European Union,2000,12.77,25.5,18795,10.29,6.8,1,76.3
"Gambia, The",Africa,2011,2.7,23.5,671,1.85,2.9,0,59.9
Russian Federation,Rest of Europe,2007,12.24,26,8640,142.81,11.4,0,67.6
Romania,European Union,2003,11.55,25.1,5386,21.57,9.7,1,71.3
United States,North America,2013,8.81,28.7,54831,316.06,13.2,1,78.7
Libya,Africa,2010,0,27.6,13539,6.2,7.3,0,72
China,Asia,2002,2.88,22.5,2558,1280.4,6.6,0,72.1
Tonga,Oceania,2013,0.22,32,4160,0.1,11,0,70.3
Papua New Guinea,Oceania,2000,0.67,24.1,1884,5.85,3.3,0,59.3
Timor-Leste,Oceania,2007,0.046,20.4,933,1.04,3.5,0,65.6
Mali,Africa,2011,0.62,22.6,732,15.51,2,0,55.7
Ethiopia,Africa,2006,0.29,20.2,335,78.49,2,0,57.3
Mozambique,Africa,2005,0.6,22,384,20.49,2.9,0,50.4
Netherlands,European Union,2010,9.34,25.5,44391,16.62,12,1,80.7
Bahrain,Middle East,2001,1.89,25.5,22698,0.7,8.4,0,74.6
Chile,South America,2015,7.89,27.9,13495,17.97,10.3,0,79.6
Brunei Darussalam,Asia,2002,0.12,25.5,34927,0.35,8.4,0,73.3
Germany,European Union,2015,11.06,26.5,41103,81.69,14.1,1,80.6
Luxembourg,European Union,2005,12.31,25.9,101222,0.47,11.3,1,79.4
Argentina,South America,2007,8.16,26.8,12919,39.68,8.9,0,74.8
Estonia,European Union,2011,16.27,26.2,15693,1.33,12.5,1,76.2
Singapore,Asia,2004,1.44,23.5,39857,4.17,10.2,0,79.5
Bulgaria,European Union,2005,10.22,25.6,5231,7.66,10.2,1,72.6
Sweden,European Union,2001,6.5,25.2,41601,8.9,11.5,1,79.8
Guinea,Africa,2009,0.19,22.5,673,9.96,1.6,0,56.3
Sweden,European Union,2000,6.2,25.1,41117,8.87,11.4,1,79.6
Ecuador,South America,2006,3.88,26,5023,14.06,7.3,0,74.3
Uzbekistan,Asia,2009,1.7,25.9,2038,27.77,10.5,0,69.4
China,Asia,2000,3.01,22.4,2194,1262.65,6.5,0,71.4
Solomon Islands,Oceania,2002,1.09,25.1,1644,0.44,4.7,0,68.2
Afghanistan,Asia,2007,0.018,22.4,393,27.1,2.9,0,59.4
Tunisia,Africa,2013,1.4,26.1,4016,10.95,6.8,0,75.6
Guinea,Africa,2014,0.32,22.8,760,11.15,2.6,0,59
Jordan,Middle East,2013,0.35,28.8,4275,8.52,9.9,0,73.9
Eswatini,Africa,2010,6.49,26.4,3304,1.06,5.7,0,46.6
Samoa,Oceania,2005,3.63,31,3897,0.18,9.4,0,70.4
Uzbekistan,Asia,2002,2.73,25,1349,25.27,9.4,0,67.6
Ghana,Africa,2006,0.65,23.3,1220,22.38,6.5,0,59.2
Angola,Africa,2000,1.47,21.7,1832,16.4,4.4,0,46.5
Nepal,Asia,2010,0.23,21.8,730,27.01,3.3,0,67.6
"Congo, Rep.",Africa,2007,1.3,22.6,2047,3.88,5.9,0,57.5
Spain,European Union,2014,7.85,26,24772,46.48,9.7,1,83.2
Poland,European Union,2009,10.17,26.1,10437,38.15,12.1,1,75.7
Liberia,Africa,2015,3.18,24,722,4.47,4.4,0,62.3
Saudi Arabia,Middle East,2008,0.082,27.9,19118,25.89,8.3,0,73.6
Belize,Central America and Caribbean,2011,6.34,28.5,4730,0.33,10.5,0,72.6
Angola,Africa,2011,7.66,22.9,2988,24.22,4.7,0,56.3
Cote d'Ivoire,Africa,2009,0.99,23.4,1616,20.06,4.1,0,52.3
Guyana,South America,2012,5.72,26,5339,0.76,8.3,0,68.6
Bolivia,South America,2014,3.17,26.3,2939,10.71,8.5,0,69.9
Georgia,Rest of Europe,2007,6.89,26.5,2901,3.86,12.1,0,70.8
Denmark,European Union,2015,9.42,25.3,53255,5.68,12.5,1,80.7
Greece,European Union,2003,8.91,26.8,21105,10.93,9.3,1,78.8
Eswatini,Africa,2008,5.64,26.2,3179,1.05,5.4,0,44.2
Hungary,European Union,2006,13.25,26.4,11747,10.07,11.1,1,73.1
Lao PDR,Asia,2002,3.35,21.3,1016,5.49,4,0,59.9
Rwanda,Africa,2015,6.31,22,751,11.37,4,0,67.5
Tanzania,Africa,2004,5.69,22.4,663,37.38,4.5,0,53.6
Thailand,Asia,2011,6.61,23.9,5182,67.52,7.5,0,74.6
Hungary,European Union,2005,12.95,26.3,11283,10.09,10.9,1,72.6
Botswana,Africa,2010,5.7,24.1,5642,1.99,8.9,0,60.2
Norway,Rest of Europe,2007,6.6,26.2,75624,4.71,12.6,1,80.4
Somalia,Africa,2014,0,23.1,346,13.42,2.1,0,55.5
Greece,European Union,2007,8.89,27,24073,11.05,10,1,79.4
Kenya,Africa,2001,1.64,22.1,1157,32.85,5.4,0,51.1
Vanuatu,Oceania,2014,1.39,26.1,2759,0.26,6.8,0,69.7
North Macedonia,Rest of Europe,2007,3.84,26.1,4018,2.04,8.5,0,73.8
Niger,Africa,2011,0.13,21.6,437,17.11,1.5,0,58.1
Japan,Asia,2010,8.28,22.7,32942,128.07,11.5,1,82.8
Syrian Arab Republic,Middle East,2001,0.95,27,1326,16.77,4.8,0,73.4
Ethiopia,Africa,2001,0.2,19.9,276,68.16,1.6,0,52.6
Paraguay,South America,2001,5.49,25,3797,5.43,6.2,0,70.8
"Bahamas, The",Central America and Caribbean,2002,10.94,26.9,36548,0.31,10.9,0,72
Comoros,Africa,2002,0.13,23,1186,0.57,3,0,59.6
Eritrea,Africa,2004,0.72,20.3,772,2.72,3.7,0,57.9
Belize,Central America and Caribbean,2007,6.99,28.1,4828,0.3,10.4,0,70.6
Cuba,Central America and Caribbean,2011,4.32,25.3,6942,11.24,11.3,0,78.4
"Micronesia, Fed. Sts.",Oceania,2014,1.51,29.6,2815,0.11,8,0,67.2
Chad,Africa,2007,0.58,21.5,656,10.82,1.7,0,49.3
"Egypt, Arab Rep.",Africa,2006,0.17,28.3,2971,76.87,5.8,0,69.6
Morocco,Africa,2008,0.5,25.3,2402,31.54,4.1,0,73.5
Mongolia,Asia,2004,1.7,24.7,1952,2.5,8.5,0,64.7
Trinidad and Tobago,Central America and Caribbean,2004,5.52,26.4,14556,1.29,9.8,0,70.4
Russian Federation,Rest of Europe,2012,10.56,26.1,9476,143.2,11.7,0,70.1
Burkina Faso,Africa,2007,5.55,21.6,540,14.25,1.3,0,54.8
Malta,European Union,2006,8.25,27.1,18522,0.41,9.8,1,79.4
Turkiye,Middle East,2008,1.51,27.3,8451,70.42,6.3,0,73.6
Lithuania,European Union,2001,10.2,26,6899,3.47,10.9,1,71.7
Mauritius,Africa,2008,2.47,24.9,7286,1.24,7.8,0,72.6
Mauritius,Africa,2015,2.83,25.2,9260,1.26,9.1,0,74.4
Sweden,European Union,2007,6.98,25.6,49145,9.15,12.5,1,80.9
Comoros,Africa,2000,0.08,22.8,1190,0.54,3,0,59.5
China,Asia,2004,2.96,22.7,3062,1296.08,6.8,0,72.7
Mauritius,Africa,2011,3.36,25,8124,1.25,8.5,0,73.3
Sri Lanka,Asia,2014,2.45,22.9,3694,20.78,10.9,0,76.1
Azerbaijan,Asia,2006,0.85,26,3501,8.48,10.7,0,69.3
Libya,Africa,2000,0.012,26.9,10747,5.36,5.6,0,70.9
Cabo Verde,Africa,2011,5.09,24.3,3091,0.5,5.3,0,71.2
Denmark,European Union,2007,10.99,25.2,53936,5.46,12.5,1,78.2
Albania,Rest of Europe,2003,4.33,25.4,2381,3.04,9,0,74.8
Turkmenistan,Asia,2002,2.41,24.9,2345,4.61,9.9,0,64.1
Guatemala,Central America and Caribbean,2002,2.3,25.2,3240,12.15,3.8,0,68.7
Namibia,Africa,2006,1.87,23.5,3875,1.97,6,0,51.6
Lao PDR,Asia,2003,3.43,21.4,1061,5.58,4.1,0,60.5
Chile,South America,2009,7.67,27.3,11200,16.89,9.9,0,78.6
Albania,Rest of Europe,2008,5.56,25.9,3298,2.95,9.2,0,75.9
"Venezuela, RB",South America,2000,8.09,26.2,4842,24.19,6.4,0,72.1
Turkiye,Middle East,2005,1.39,27.1,7739,67.9,6,0,72.4
United Kingdom,Rest of Europe,2004,11.58,26.6,42337,59.99,12.1,1,78.7
Kuwait,Middle East,2013,0,29.3,32136,3.53,6.7,0,74.9
Kenya,Africa,2002,1.67,22.2,1132,33.75,5.5,0,51.6
China,Asia,2001,2.81,22.5,2360,1271.85,6.5,0,71.7
Singapore,Asia,2001,2.08,23.5,33598,4.14,9.2,0,78.3
Mozambique,Africa,2011,0.89,22.4,502,24.19,3.2,0,53
Peru,South America,2011,5.22,26.1,5461,29.26,9.1,0,74.7
Chad,Africa,2008,0.64,21.5,654,11.18,1.8,0,49.8
Fiji,Oceania,2011,2.31,27.3,4627,0.86,9.8,0,66.8
Chile,South America,2004,6.32,26.9,9748,16.01,9.6,0,77.4
Solomon Islands,Oceania,2011,1.03,25.9,2195,0.54,5.2,0,71
Equatorial Guinea,Africa,2000,6.7,22.6,4454,0.61,5.4,0,53.3
Panama,Central America and Caribbean,2005,4.9,26.1,7815,3.33,9,0,75.9
St. Lucia,Central America and Caribbean,2002,13.15,27.2,8896,0.16,7.2,0,73.6
Tanzania,Africa,2007,6.89,22.6,745,40.68,4.9,0,55.9
Guatemala,Central America and Caribbean,2009,2.03,25.9,3570,14,4.6,0,71.1
United Arab Emirates,Middle East,2012,1.78,28.1,33997,9.14,10.2,0,76.7
Chad,Africa,2003,0.46,21.2,465,9.37,1.4,0,48.1
South Africa,Africa,2000,7.7,26.1,4930,44.97,8.8,0,56
Suriname,South America,2001,4.41,25.5,6387,0.48,7.7,0,67.9
Fiji,Oceania,2010,2.42,27.2,4524,0.86,9.6,0,66.7
Maldives,Asia,2006,1.41,24,8110,0.33,3.6,0,74.1
Afghanistan,Asia,2009,0.01,22.6,473,28.39,3.1,0,60.5
Israel,Middle East,2001,2.83,26.2,28107,6.44,12.1,1,79.4
Senegal,Africa,2008,0.36,22.7,1143,12,2.4,0,62.9
Iraq,Middle East,2014,0.15,28.5,4628,34.41,6.6,0,69.7
Algeria,Africa,2002,0.36,24.4,3298,31.86,6.3,0,71.6
Philippines,Asia,2000,4.72,22.2,1831,77.99,7.6,0,68.8
Iraq,Middle East,2013,0.16,28.4,4794,33.16,6.6,0,69.4
Syrian Arab Republic,Middle East,2012,0.21,27.9,1347,20.44,6.3,0,70.6
Mozambique,Africa,2000,0.65,21.6,295,17.71,2.2,0,48.9
Kyrgyz Republic,Asia,2013,6.03,26.2,1081,5.72,10.7,0,70.2
Kazakhstan,Asia,2013,3.8,26.2,10264,17.04,11.6,0,70.6
Central African Republic,Africa,2007,1.69,22.1,479,4.2,3.4,0,45.6
Central African Republic,Africa,2009,1.66,22.3,514,4.34,3.5,0,46.7
Guyana,South America,2002,8.47,24.9,3994,0.74,7.8,0,65.8
Papua New Guinea,Oceania,2015,1.36,25.5,2679,8.11,4.3,0,63.5
Romania,European Union,2010,10.01,26,7626,20.25,10.7,1,73.5
Israel,Middle East,2003,2.58,26.4,27311,6.69,12.2,1,79.6
Kyrgyz Republic,Asia,2011,5.95,26,1011,5.51,10.6,0,69.6
Singapore,Asia,2015,1.82,23.6,55647,5.54,11.5,0,82.7
Uzbekistan,Asia,2014,2.5,26.6,2614,30.76,11.3,0,70.7
Malawi,Africa,2009,1.73,22.4,346,14.13,4.1,0,53.9
Canada,North America,2006,8.2,26.7,39776,32.57,12.3,1,80.3
Iraq,Middle East,2012,0.17,28.3,4631,31.89,6.6,0,69.1
Portugal,European Union,2005,11.97,25.8,19224,10.5,7.5,1,78.1
India,Asia,2006,1.35,21.1,1015,1165.49,4.9,0,64.9
Nepal,Asia,2012,0.26,22,791,26.99,4,0,68.4
Norway,Rest of Europe,2011,6.44,26.4,72195,4.95,12.8,1,81.3
Fiji,Oceania,2004,2.05,26.6,4559,0.82,9.3,0,66.2
Botswana,Africa,2007,6.87,24,5612,1.88,8.5,0,55
"Iran, Islamic Rep.",Middle East,2011,0.03,25.8,5576,74.63,9.2,0,74.4
Benin,Africa,2002,1.34,22.3,940,7.3,2.7,0,56
Thailand,Asia,2000,5.81,22.9,3518,62.95,6.1,0,70.6
Honduras,Central America and Caribbean,2006,3.03,25.6,2063,7.63,4.8,0,72.3
Netherlands,European Union,2012,9,25.5,44243,16.75,12,1,81.1
Canada,North America,2011,8.2,26.8,42037,34.34,12.7,1,81.4
"Congo, Dem. Rep.",Africa,2009,3.45,21.5,390,62.45,5.2,0,56.4
Hungary,European Union,2007,12.54,26.5,11797,10.06,11.3,1,73.2
Vanuatu,Oceania,2001,0.76,25.5,2679,0.19,6.5,0,67.6
Nepal,Asia,2000,0.084,20.7,561,23.94,2.4,0,62.3
United States,North America,2010,8.56,28.5,52963,309.33,13.2,1,78.5
Cote d'Ivoire,Africa,2002,4.56,22.8,1679,17.23,3.4,0,49.5
Antigua and Barbuda,Central America and Caribbean,2012,8.22,26.3,13803,0.09,9.2,0,76.1
Bangladesh,Asia,2000,0.005,20.2,654,127.66,4.1,0,65.4
Iraq,Middle East,2008,0.17,27.8,3860,28.39,6.2,0,68.2
Fiji,Oceania,2002,2.27,26.4,4301,0.82,9.4,0,66
Comoros,Africa,2004,0.27,23.2,1177,0.6,2.8,0,59.9
Mexico,North America,2010,4.05,27.5,8879,114.09,8,0,75.1
Uzbekistan,Asia,2003,2.92,25.1,1390,25.57,9.5,0,67.9
Peru,South America,2003,4.59,25.3,3529,27.37,8.4,0,72.2
Pakistan,Asia,2008,0.036,23.2,1239,171.65,4.4,0,64.7
Georgia,Rest of Europe,2005,4.36,26.3,2330,3.9,12.1,0,70.5
Myanmar,Asia,2009,0.88,22,826,50.25,4,0,63.1
Benin,Africa,2001,1.39,22.2,926,7.08,2.6,0,55.7
Iceland,Rest of Europe,2007,7.53,25.9,53646,0.31,10.3,1,81.5
Lithuania,European Union,2003,11.29,26.1,8276,3.42,11.3,1,72.1
"Iran, Islamic Rep.",Middle East,2015,0.01,26.1,5201,78.49,9.8,0,75.8
Samoa,Oceania,2010,2.96,31.5,4083,0.19,10,0,71.7
Poland,European Union,2015,10.47,26.6,12578,37.99,12.1,1,77.5
Grenada,Central America and Caribbean,2011,7.68,26.5,8077,0.11,8.4,0,72.8
Moldova,Rest of Europe,2011,8.21,26.7,2388,2.86,11.1,0,70.1
Australia,Oceania,2011,10.3,27,54108,22.34,12.5,1,81.9
Indonesia,Asia,2014,0.09,22.9,3217,255.13,7.8,0,70.5
Israel,Middle East,2002,2.79,26.3,27493,6.57,12.1,1,79.5
Oman,Middle East,2006,0.54,25.7,19941,2.58,7,0,74.6
Italy,European Union,2015,7.14,25.6,30242,60.73,10.2,1,82.5
Cuba,Central America and Caribbean,2015,4.65,25.6,7694,11.32,11.4,0,78.6
Lesotho,Africa,2009,2.92,24.6,948,1.99,5.9,0,44.1
Gabon,Africa,2007,8.65,24.5,7301,1.47,7.2,0,59.2
Kyrgyz Republic,Asia,2005,6.52,25.2,821,5.16,10.2,0,68
Mali,Africa,2009,0.57,22.5,717,14.58,1.9,0,54.8
Senegal,Africa,2001,0.24,22.2,1086,10.04,2.3,0,58.2
Cambodia,Asia,2011,2.4,21.7,940,14.54,4.4,0,67
Libya,Africa,2009,0.014,27.5,13025,6.13,7.1,0,72.1
Tajikistan,Asia,2000,0.81,24.1,434,6.22,10.6,0,62
Lao PDR,Asia,2011,6.3,22.3,1687,6.35,4.8,0,64.8
Japan,Asia,2008,7.06,22.6,33558,128.06,11.4,1,82.6
Togo,Africa,2011,1.12,23.2,501,6.6,4.4,0,58.1
Albania,Rest of Europe,2004,4.42,25.5,2522,3.03,9.1,0,75
Cabo Verde,Africa,2006,4.36,23.9,2569,0.47,4.5,0,70.6
Burundi,Africa,2013,3.98,21.5,325,9.54,2.8,0,59.1
Burundi,Africa,2002,6.51,20.8,311,6.7,2,0,50.8
Seychelles,Africa,2010,5.54,26.2,12336,0.09,8.1,0,73.2
Kenya,Africa,2014,1.45,23.2,1430,46.7,6.3,0,64.1
Peru,South America,2015,5.68,26.5,6229,30.47,9.1,0,75.8
Iraq,Middle East,2011,0.18,28.1,4218,30.73,6.6,0,68.8
Vanuatu,Oceania,2015,1.42,26.1,2696,0.27,6.8,0,69.9
Equatorial Guinea,Africa,2008,7.71,23.4,16439,0.86,5.4,0,55.1
Azerbaijan,Asia,2000,0.66,25.6,1481,8.05,10.6,0,66.8
Georgia,Rest of Europe,2006,5.69,26.4,2564,3.88,12.1,0,70.6
Belgium,European Union,2004,12.05,25.7,37761,10.42,10.5,1,78.9
Antigua and Barbuda,Central America and Caribbean,2008,8.41,25.9,17771,0.09,9.3,0,75.5
Eritrea,Africa,2009,0.85,20.5,650,3.12,3.8,0,61.6
Chad,Africa,2011,0.6,21.7,701,12.36,2,0,51.4
Panama,Central America and Caribbean,2014,6.3,26.8,13113,3.9,9.9,0,77.6
Honduras,Central America and Caribbean,2011,2.71,26.2,2160,8.48,5.6,0,73.6
"Yemen, Rep.",Middle East,2009,0.028,23.2,2599,22.52,2.5,0,65.3
Guatemala,Central America and Caribbean,2001,2.41,25.1,3192,11.87,3.8,0,68.3
"Yemen, Rep.",Middle East,2002,0.07,22.5,2427,18.44,1.5,0,61.8
Ecuador,South America,2005,3.9,25.9,4893,13.83,7.3,0,74.1
Cyprus,European Union,2007,11.58,26.7,27155,1.06,11.2,1,78.9
Haiti,Central America and Caribbean,2013,2.85,25,1367,10.4,5,0,61.7
Albania,Rest of Europe,2009,5.79,26,3432,2.93,9.3,0,76.2
Thailand,Asia,2009,6.74,23.7,4826,66.87,7.5,0,73.8
Thailand,Asia,2006,6.1,23.4,4604,65.81,7,0,72.5
Mexico,North America,2001,5.02,26.8,8703,100.3,6.8,0,74.7
Somalia,Africa,2005,0,22.5,225,10.45,2.1,0,52.3
Bosnia and Herzegovina,Rest of Europe,2006,4.72,25.1,3691,3.77,7.4,0,75.3
Rwanda,Africa,2005,9.25,21.3,457,8.84,2.8,0,55.3
Switzerland,Rest of Europe,2003,10.82,24.9,73556,7.34,11.8,1,80.5
Paraguay,South America,2005,5.51,25.5,3923,5.82,7.3,0,71.7
Moldova,Rest of Europe,2002,5.84,26,1538,2.91,9.6,0,67.4
Belize,Central America and Caribbean,2006,6.28,28,4898,0.29,10.3,0,70.3
"Congo, Rep.",Africa,2008,1.3,22.7,2103,4.01,6,0,58.5
